appid,pc_requirements,mac_requirements,linux_requirements,minimum,recommended
514900,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 7<br></li><li><strong>Processor:</strong> Intel Core i3 (3.4 GHz) / AMD A8-7600 (3.1 GHz)<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce 660 / AMD R9 270<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 10 GB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> MacOS 10.12.6<br></li><li><strong>Processor:</strong> Intel Core i5 3.3 GHz (4 Cores)<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce GT 680 / AMD R9 M290<br></li><li><strong>Storage:</strong> 20 GB available space<br></li><li><strong>Additional Notes:</strong> VRAM: 2 GB</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> 16.04, 17.04, SteamOS 2.0<br></li><li><strong>Processor:</strong> Intel Core i3 (3.4 GHz) / AMD A8-6700 (3.1 GHz)<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce GT 680<br></li><li><strong>Storage:</strong> 10 GB available space<br></li><li><strong>Additional Notes:</strong> VRAM: 2 GB</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system</li></ul>'}",Requires a 64-bit processor and operating system OS: Windows 7 Processor: Intel Core i3 (3.4 GHz) / AMD A8-7600 (3.1 GHz) Memory: 8 GB RAM Graphics: NVIDIA GeForce 660 / AMD R9 270 DirectX: Version 11 Storage: 10 GB available space,Requires a 64-bit processor and operating system
516010,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7/8.1/10 (32-bit versions)<br></li><li><strong>Processor:</strong> Intel Dual Core 6600 @ 2.4GHz<br></li><li><strong>Memory:</strong> 2048 MB RAM<br></li><li><strong>Graphics:</strong> Intel 4400, GeForce GTX 280, AMD Radeon HD 7750<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 120 MB available space</li></ul>'}",[],[],"OS: Windows 7/8.1/10 (32-bit versions) Processor: Intel Dual Core 6600 @ 2.4GHz Memory: 2048 MB RAM Graphics: Intel 4400, GeForce GTX 280, AMD Radeon HD 7750 DirectX: Version 11 Storage: 120 MB available space",
517910,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP<br></li><li><strong>Processor:</strong> 500 MHz<br></li><li><strong>Memory:</strong> 128 MB RAM<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Storage:</strong> 170 MB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7<br></li><li><strong>Processor:</strong> 1 GHz+<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Storage:</strong> 200 MB available space</li></ul>'}",[],"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 14.04 / Linux Mint 17<br></li><li><strong>Processor:</strong> 1.8 GHz<br></li><li><strong>Graphics:</strong> 512 MB RAM<br></li><li><strong>Storage:</strong> 170 MB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 14.04 / Linux Mint 17<br></li><li><strong>Processor:</strong> 1.8 GHz<br></li><li><strong>Graphics:</strong> 2GB RAM<br></li><li><strong>Storage:</strong> 200 MB available space</li></ul>'}",OS: Windows XP Processor: 500 MHz Memory: 128 MB RAM DirectX: Version 9.0 Storage: 170 MB available space,OS: Windows 7 Processor: 1 GHz+ Memory: 2 GB RAM DirectX: Version 9.0 Storage: 200 MB available space
517930,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Microsoft Windows XP<br></li><li><strong>Processor:</strong> 1.7Ghz or Higher<br></li><li><strong>Memory:</strong> 256 MB RAM<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Storage:</strong> 25 MB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>Memory:</strong> 512 MB RAM</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> OSX 10.11.6 or newer<br></li><li><strong>Processor:</strong> Intel chipset<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>Storage:</strong> 25 MB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>Memory:</strong> 1024 MB RAM</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> SteamOS, Ubuntu<br></li><li><strong>Processor:</strong> 1.7Ghz or Higher<br></li><li><strong>Memory:</strong> 256 MB RAM<br></li><li><strong>Storage:</strong> 25 MB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>Memory:</strong> 512 MB RAM</li></ul>'}",OS: Microsoft Windows XP Processor: 1.7Ghz or Higher Memory: 256 MB RAM DirectX: Version 9.0c Storage: 25 MB available space,Memory: 512 MB RAM
519990,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 8<br></li><li><strong>Processor:</strong> Intel i3 2.4Ghz<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> Intel HD 4000<br></li><li><strong>Storage:</strong> 300 MB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10<br></li><li><strong>Processor:</strong> Intel i7 2.5Ghz<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> Intel HD 520<br></li><li><strong>Storage:</strong> 350 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> OS X<br></li><li><strong>Processor:</strong> Intel i3 2.4Ghz<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Storage:</strong> 300 MB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> OS X<br></li><li><strong>Processor:</strong> Intel i5 2.5Ghz<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Storage:</strong> 350 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> SteamOS<br></li><li><strong>Processor:</strong> Intel i3 2.4Ghz<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Storage:</strong> 300 MB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> SteamOS<br></li><li><strong>Processor:</strong> Intel i7 2.5Ghz<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Storage:</strong> 350 MB available space</li></ul>'}",OS: Windows 8 Processor: Intel i3 2.4Ghz Memory: 4 GB RAM Graphics: Intel HD 4000 Storage: 300 MB available space,OS: Windows 10 Processor: Intel i7 2.5Ghz Memory: 8 GB RAM Graphics: Intel HD 520 Storage: 350 MB available space
521140,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7 or later<br></li><li><strong>Processor:</strong> 2x 2GHz<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> GeForce 6600+<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 600 MB available space</li></ul>'}",[],[],OS: Windows 7 or later Processor: 2x 2GHz Memory: 1 GB RAM Graphics: GeForce 6600+ DirectX: Version 11 Storage: 600 MB available space,
521930,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 98 or XP<br></li><li><strong>Processor:</strong> 1 GHz CPU<br></li><li><strong>Memory:</strong> 128 MB RAM<br></li><li><strong>Graphics:</strong> Compatible with DirectX<br></li><li><strong>Storage:</strong> 200 MB available space<br></li><li><strong>Sound Card:</strong> DirectX® Compatible</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows Vista or Seven<br></li><li><strong>Processor:</strong> 1,5 Ghz CPU<br></li><li><strong>Memory:</strong> 256 MB RAM<br></li><li><strong>Graphics:</strong> Compatible with DirectX<br></li><li><strong>Storage:</strong> 200 MB available space<br></li><li><strong>Sound Card:</strong> DirectX® Compatible</li></ul>'}",[],[],OS: Windows 98 or XP Processor: 1 GHz CPU Memory: 128 MB RAM Graphics: Compatible with DirectX Storage: 200 MB available space Sound Card: DirectX® Compatible,"OS: Windows Vista or Seven Processor: 1,5 Ghz CPU Memory: 256 MB RAM Graphics: Compatible with DirectX Storage: 200 MB available space Sound Card: DirectX® Compatible"
523080,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows Vista / Windows 7 or newer<br></li><li><strong>Processor:</strong> 2.4GHz Dual Core<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> 512 MB NVIDIA GeForce 9800 / ATI Radeon HD 2600 XT<br></li><li><strong>DirectX:</strong> Version 10<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows Vista / Windows 7 or newer<br></li><li><strong>Processor:</strong> 2.4GHz Dual Core<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> 1 GB NVIDIA 460 / AMD Radeon 5870<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> OSX 10.9 (Mavericks)<br></li><li><strong>Processor:</strong> 2.4GHz Dual Core<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> OpenGL 4.1 (GeForce 600 or higher, AMD Radeon 5000 or higher, Intel HD 4000 or higher)<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> OSX 10.9 (Mavericks)<br></li><li><strong>Processor:</strong> 2.4GHz Dual Core<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> OpenGL 4.1 (GeForce 660 or higher, AMD Radeon 7000 or higher)<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>'}",[],OS: Windows Vista / Windows 7 or newer Processor: 2.4GHz Dual Core Memory: 4 GB RAM Graphics: 512 MB NVIDIA GeForce 9800 / ATI Radeon HD 2600 XT DirectX: Version 10 Storage: 2 GB available space,OS: Windows Vista / Windows 7 or newer Processor: 2.4GHz Dual Core Memory: 4 GB RAM Graphics: 1 GB NVIDIA 460 / AMD Radeon 5870 DirectX: Version 11 Storage: 2 GB available space
523660,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 7<br></li><li><strong>Processor:</strong> Intel Core 2 Quad Q9550<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce GT 640<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 5 GB available space<br></li><li><strong>Additional Notes:</strong> HYPERCHARGE: Unboxed is an Early Access game, minimum specs may change throughout development</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system</li></ul>'}","Requires a 64-bit processor and operating system OS: Windows 7 Processor: Intel Core 2 Quad Q9550 Memory: 8 GB RAM Graphics: NVIDIA GeForce GT 640 DirectX: Version 11 Storage: 5 GB available space Additional Notes: HYPERCHARGE: Unboxed is an Early Access game, minimum specs may change throughout development",Requires a 64-bit processor and operating system
526490,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP<br></li><li><strong>Processor:</strong> Pentium III 800 MHz<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>Graphics:</strong> OpenGL Compatible Card<br></li><li><strong>DirectX:</strong> Version 9.0a<br></li><li><strong>Storage:</strong> 500 MB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7 +<br></li><li><strong>Processor:</strong> Pentium 4 1.4GHz<br></li><li><strong>Graphics:</strong> DirectX or OpenGL Compatible Card</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Mac OS X 10.8 Mountain Lion<br></li><li><strong>Processor:</strong> 1Ghz or Faster Processor<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>Graphics:</strong> OpenGL2 compatible card with 128mb+ video memory<br></li><li><strong>Storage:</strong> 500 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu or equivalent<br></li><li><strong>Processor:</strong> 1Ghz or Faster Processor<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>Graphics:</strong> OpenGL2 compatible card with 128mb+ video memory<br></li><li><strong>Storage:</strong> 500 MB available space<br></li><li><strong>Sound Card:</strong> Pulseaudio compatible adapter</li></ul>'}",OS: Windows XP Processor: Pentium III 800 MHz Memory: 512 MB RAM Graphics: OpenGL Compatible Card DirectX: Version 9.0a Storage: 500 MB available space,OS: Windows 7 + Processor: Pentium 4 1.4GHz Graphics: DirectX or OpenGL Compatible Card
527320,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP Service Pack 2, or higher<br></li><li><strong>Processor:</strong> 2 GHz Dual Core Processor<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Video Card with 512 Mb Memory<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP Service Pack 2, or higher<br></li><li><strong>Processor:</strong> Intel Core i3 2120 or higher<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> Nvidia GeForce GTX 650, AMD Radeon HD 7770 or higher<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Mac OS X 10.8 or higher<br></li><li><strong>Processor:</strong> 1.8 GHz Dual Core Processor<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Video Card with 512 Mb Memory<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Mac OS X 10.8 or higher<br></li><li><strong>Processor:</strong> Intel Core i3 2120 or higher<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Nvidia GeForce GTX 650, AMD Radeon HD 7770 or higher<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 12.04 or higher, or SteamOS<br></li><li><strong>Processor:</strong> 1.8 GHz Dual Core Processor<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Video Card with 512 Mb Memory<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 12.04 or higher, or SteamOS<br></li><li><strong>Processor:</strong> Intel Core i3 2120 or higher<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Nvidia GeForce GTX 650, AMD Radeon HD 7770 or higher<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>'}","OS: Windows XP Service Pack 2, or higher Processor: 2 GHz Dual Core Processor Memory: 2 GB RAM Graphics: Video Card with 512 Mb Memory DirectX: Version 9.0c Storage: 2 GB available space","OS: Windows XP Service Pack 2, or higher Processor: Intel Core i3 2120 or higher Memory: 4 GB RAM Graphics: Nvidia GeForce GTX 650, AMD Radeon HD 7770 or higher DirectX: Version 9.0c Storage: 2 GB available space"
527700,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7<br></li><li><strong>Processor:</strong> Intel Core i5 4590 or AMD FX 8350 or greater<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> GeForce GTX 970 or AMD Radeon R9 290 or better<br></li><li><strong>Storage:</strong> 6 GB available space</li></ul>'}",[],[],OS: Windows 7 Processor: Intel Core i5 4590 or AMD FX 8350 or greater Memory: 4 GB RAM Graphics: GeForce GTX 970 or AMD Radeon R9 290 or better Storage: 6 GB available space,
527940,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP/Windows Vista/Windows 7/Windows 8<br></li><li><strong>Processor:</strong> 1.2 GHz<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Storage:</strong> 751 MB available space</li></ul>'}",[],[],OS: Windows XP/Windows Vista/Windows 7/Windows 8 Processor: 1.2 GHz Memory: 512 MB RAM DirectX: Version 9.0 Storage: 751 MB available space,
529160,"{'minimum': '<strong>Минимальные:</strong><br><ul class=""bb_ul""><li><strong>ОС:</strong> Windows XP/Vista/7/8<br></li><li><strong>Процессор:</strong> Pentium III+<br></li><li><strong>Оперативная память:</strong> 512 MB ОЗУ<br></li><li><strong>Видеокарта:</strong> 64MB Virtual Ram+<br></li><li><strong>DirectX:</strong> Версии 9.0c<br></li><li><strong>Место на диске:</strong> 1 GB<br></li><li><strong>Звуковая карта:</strong> DirectSound-compatible sound card<br></li><li><strong>Дополнительно:</strong> </li></ul>'}",[],[],Минимальные: ОС: Windows XP/Vista/7/8 Процессор: Pentium III+ Оперативная память: 512 MB ОЗУ Видеокарта: 64MB Virtual Ram+ DirectX: Версии 9.0c Место на диске: 1 GB Звуковая карта: DirectSound-compatible sound card Дополнительно:,
529500,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7 and Above<br></li><li><strong>Processor:</strong> GHz Intel Core i5- 4590 or Greater<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce GTX 970<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 3 GB available space<br></li><li><strong>Sound Card:</strong> Compatible Sound Card</li></ul>'}",[],[],OS: Windows 7 and Above Processor: GHz Intel Core i5- 4590 or Greater Memory: 8 GB RAM Graphics: NVIDIA GeForce GTX 970 DirectX: Version 11 Storage: 3 GB available space Sound Card: Compatible Sound Card,
529700,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows Vista®, Windows® 7, Windows® 8, Windows® 10<br></li><li><strong>Processor:</strong> Intel® Core™ 2 Duo, AMD Athlon™ X2, or equal at 1.6GHz or better<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> DirectX® compatible video card<br></li><li><strong>Storage:</strong> 1 GB available space<br></li><li><strong>Sound Card:</strong> DirectX® compatible sound card</li></ul>'}",[],[],"OS: Windows Vista®, Windows® 7, Windows® 8, Windows® 10 Processor: Intel® Core™ 2 Duo, AMD Athlon™ X2, or equal at 1.6GHz or better Memory: 1 GB RAM Graphics: DirectX® compatible video card Storage: 1 GB available space Sound Card: DirectX® compatible sound card",
529780,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP or later<br></li><li><strong>Processor:</strong> 1.2 Ghz<br></li><li><strong>Memory:</strong> 256 MB RAM<br></li><li><strong>Storage:</strong> 150 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> 10.4 or later<br></li><li><strong>Storage:</strong> 150 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> x86 or compatible<br></li><li><strong>Storage:</strong> 150 MB available space</li></ul>'}",OS: Windows XP or later Processor: 1.2 Ghz Memory: 256 MB RAM Storage: 150 MB available space,
529860,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> WinXP or newer Windows<br></li><li><strong>Processor:</strong> at least Intel® Pentium® M processor 1.60GHz<br></li><li><strong>Memory:</strong> 2 MB RAM<br></li><li><strong>Graphics:</strong> at least 1024x768<br></li><li><strong>DirectX:</strong> Version 9.0</li></ul>'}",[],[],OS: WinXP or newer Windows Processor: at least Intel® Pentium® M processor 1.60GHz Memory: 2 MB RAM Graphics: at least 1024x768 DirectX: Version 9.0,
530290,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP<br></li><li><strong>Processor:</strong> Intel Pentium M<br></li><li><strong>Memory:</strong> 18 MB RAM<br></li><li><strong>Graphics:</strong> Intel GMA 900<br></li><li><strong>Storage:</strong> 3 MB available space</li></ul>'}",[],[],OS: Windows XP Processor: Intel Pentium M Memory: 18 MB RAM Graphics: Intel GMA 900 Storage: 3 MB available space,
530890,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> 64 bit  Windows Vista/7/8/10<br></li><li><strong>Processor:</strong> Dual-core 2.3 GHz<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Geforce gts 450 or Radeon HD 6770<br></li><li><strong>Storage:</strong> 1 GB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> 64 bit  Windows Vista/7/8/10<br></li><li><strong>Processor:</strong> Quad-core 2.2 GHz<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> Geforce gtx960 or Radeon RX 480<br></li><li><strong>Storage:</strong> 1 GB available space</li></ul>'}",[],[],OS: 64 bit  Windows Vista/7/8/10 Processor: Dual-core 2.3 GHz Memory: 2 GB RAM Graphics: Geforce gts 450 or Radeon HD 6770 Storage: 1 GB available space,OS: 64 bit  Windows Vista/7/8/10 Processor: Quad-core 2.2 GHz Memory: 4 GB RAM Graphics: Geforce gtx960 or Radeon RX 480 Storage: 1 GB available space
532210,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7 or above (64-bit Operating System Required)<br></li><li><strong>Processor:</strong> Intel Core i3-2100 (3.1GHz) or AMD Phenom X4 945 (3.0GHz)<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> Nvidia GeForce GTX 650 2GB or AMD Radeon HD 7770 2GB<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 14 GB available space<br></li><li><strong>Additional Notes:</strong> Please note that 32-bit operating systems will not be supported</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10 64-bit<br></li><li><strong>Processor:</strong> Intel Core i5 3470, (3.20 Ghz) or AMD FX-8350, (4.00 Ghz)<br></li><li><strong>Memory:</strong> 6 GB RAM<br></li><li><strong>Graphics:</strong> Nvidia GeForce GTX 970 4GB or AMD Radeon R9 280X 3GB<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 14 GB available space<br></li><li><strong>Additional Notes:</strong> Please note that 32-bit operating systems will not be supported</li></ul>'}",[],[],OS: Windows 7 or above (64-bit Operating System Required) Processor: Intel Core i3-2100 (3.1GHz) or AMD Phenom X4 945 (3.0GHz) Memory: 4 GB RAM Graphics: Nvidia GeForce GTX 650 2GB or AMD Radeon HD 7770 2GB DirectX: Version 11 Storage: 14 GB available space Additional Notes: Please note that 32-bit operating systems will not be supported,"OS: Windows 10 64-bit Processor: Intel Core i5 3470, (3.20 Ghz) or AMD FX-8350, (4.00 Ghz) Memory: 6 GB RAM Graphics: Nvidia GeForce GTX 970 4GB or AMD Radeon R9 280X 3GB DirectX: Version 11 Storage: 14 GB available space Additional Notes: Please note that 32-bit operating systems will not be supported"
533820,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP or above<br></li><li><strong>Processor:</strong> Intel Pentium 4 2.Ghz or above<br></li><li><strong>Graphics:</strong> Minimum 640x480 Desktop Resolution<br></li><li><strong>Storage:</strong> 500 MB available space<br></li><li><strong>Sound Card:</strong> Stereo Sound</li></ul>'}",[],[],OS: Windows XP or above Processor: Intel Pentium 4 2.Ghz or above Graphics: Minimum 640x480 Desktop Resolution Storage: 500 MB available space Sound Card: Stereo Sound,
534570,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP or above<br></li><li><strong>Processor:</strong> 1.2Ghz+<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Storage:</strong> 200 MB available space</li></ul>'}",[],"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 14 or above<br></li><li><strong>Processor:</strong> 1.2Ghz+<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Storage:</strong> 200 MB available space</li></ul>'}",OS: Windows XP or above Processor: 1.2Ghz+ Memory: 1 GB RAM Storage: 200 MB available space,
535330,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP / Vista / 7<br></li><li><strong>Processor:</strong> Direct X9.0 Compatible Card<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> Direct X9.0 Compatible Card<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Storage:</strong> 400 MB available space<br></li><li><strong>Sound Card:</strong> Yes</li></ul>'}",[],[],OS: Windows XP / Vista / 7 Processor: Direct X9.0 Compatible Card Memory: 1 GB RAM Graphics: Direct X9.0 Compatible Card DirectX: Version 9.0 Storage: 400 MB available space Sound Card: Yes,
