appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
789700,Wendy’s Mart 3D,2018-02-15,1,MacProton Games,MacProton Games,windows,0,Single-player,Casual;Indie;Simulation;Early Access,Early Access;Indie;Casual,0,1,1,0,0,0-20000,1.69
790570,Innocent VR,2018-03-12,1,"NineD Digital,Nuclear Studio",NineD Digital,windows,0,Single-player,Action;Adventure;Indie,Action;Adventure;Indie,0,6,4,0,0,0-20000,7.19
791180,1 Screen Platformer,2019-03-06,1,"Return To Adventure Mountain, LLC","Return To Adventure Mountain, LLC",windows;mac,0,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Indie,Indie;Platformer;Action,90,46,3,0,0,0-20000,0.79
791970,QLORB,2018-02-06,1,Red Dolphin Games,VT Publishing,windows,0,Single-player;Steam Achievements,Action;Casual;Indie;Strategy,Strategy;Action;Indie,5000,18,16,0,0,0-20000,3.99
792060,Stickman Fighting,2018-03-05,1,Real Fighting,Real Fighting,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action,Action;Fighting;2D,27,1,3,0,0,0-20000,2.89
792800,Adventures of Hendri,2018-03-07,1,LionAnt,LionAnt,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Casual;Indie,Action;Adventure;Indie,3,5,7,0,0,0-20000,1.69
793240,Merlin vs Zombies,2018-04-03,1,Educational Games,Educational Games,windows;mac;linux,0,Single-player;Steam Achievements,Action;Casual;Indie,Action;Indie;Casual,105,16,2,0,0,0-20000,2.09
793620,Hellbreaker,2018-02-16,1,Virhex,Virhex,windows,0,Single-player,Action;Indie,Action;Indie;First-Person,0,15,3,0,0,0-20000,5.79
794050,Drift Legends,2018-03-15,1,Black Fox Entertainment;Starkom Entertainment,Black Fox Entertainment;Starkom Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements,Massively Multiplayer;Racing;Simulation;Sports,Massively Multiplayer;Simulation;Racing,22,2,14,0,0,0-20000,7.19
796130,Virus Petya,2018-02-13,1,Laush Dmitriy Sergeevich,Laush Studio,windows,0,Single-player;Steam Achievements,Adventure;Indie;Simulation,Adventure;Indie;Simulation,11,1,2,0,0,0-20000,0.79
796770,Toddler Simulator,2018-03-05,1,JoshCorp,JoshCorp,windows;mac;linux,0,Single-player;Steam Achievements;Stats,Casual;Indie;Simulation,Indie;Casual;Simulation,5,7,7,0,0,0-20000,2.69
796930,Neon Spaceboard,2018-10-08,1,Federico Jimenez,Browith,windows;mac,0,Single-player;Partial Controller Support,Action;Adventure;Indie;Racing;RPG;Sports,Action;Adventure;RPG,0,1,0,0,0,0-20000,5.19
799080,5 Star Hawaii Resort - Your Resort,2018-03-09,1,rokaplay,rokaplay,windows,0,Single-player;Steam Achievements,Casual,Casual;Match 3;Puzzle,15,1,1,0,0,0-20000,6.19
799460,Broken Metal,2018-10-24,1,Armadillo Game Studios,Armadillo Game Studios,windows;mac;linux,0,Single-player,Indie;Strategy;Early Access,Early Access;Strategy;Indie,0,4,0,0,0,0-20000,0.0
799910,Cheitha,2018-03-07,1,Headshot Labs,Headshot Labs,windows,0,Single-player;Steam Leaderboards,Action;Indie;Early Access,Early Access;Action;Indie,0,15,2,0,0,0-20000,3.99
801610,Amigo Fishing,2018-04-12,1,Amigo VR,Amigo VR,windows,0,Single-player;Online Multi-Player;In-App Purchases,Casual;Free to Play;Simulation,Free to Play;Casual;Simulation,0,7,11,0,0,0-20000,0.0
802080,Pillage,2018-08-13,1,Jakub Klementewicz,Jakub Klementewicz,windows,0,Multi-player;Online Multi-Player,Nudity;Violent;Gore;Action;Indie;Simulation,Action;Indie;Gore,0,11,8,0,0,0-20000,4.79
802130,Break The Targets,2018-06-21,1,Q'Prod,Q'Prod,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Indie;Strategy,Strategy;Action;Indie,131,39,1,0,0,0-20000,3.99
802310,PingPong Kings VR,2018-03-15,1,Appnori Inc.,Appnori Inc.,windows,0,Single-player,Casual;Indie;Simulation;Sports;Early Access,Early Access;Indie;Casual,0,4,1,0,0,0-20000,11.39
802660,Bitcoin Or Bomb?,2018-02-22,1,"Nikita ""Ghost_RUS""",Ghost_RUS Games,windows,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual,5,8,8,0,0,0-20000,0.79
803800,WIDE CROSS,2019-01-20,1,Tripeaks,Tripeaks,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;In-App Purchases,Action;Casual;Free to Play;Massively Multiplayer;Strategy;Early Access,Early Access;Strategy;Free to Play,0,45,13,0,0,0-20000,0.0
804700,The House in Fata Morgana: A Requiem for Innocence,2018-05-17,1,Novectacle,MangaGamer,windows,0,Single-player;Steam Achievements;Steam Cloud,Adventure,Adventure;Visual Novel;Story Rich,10,87,0,0,0,0-20000,11.39
807770,Frequent Flyer: A Long Distance Love Story,2018-03-12,1,NewWestGames,NewWestGames,windows;mac;linux,0,Single-player;Steam Achievements,Sexual Content;Nudity;Casual,Nudity;Sexual Content;Casual,4,9,3,0,0,0-20000,3.99
807890,Geek Fighter,2018-03-25,1,Wonderbox Games,Wonderbox Games,windows;mac,0,Single-player;Local Co-op;Steam Achievements,Casual;Indie,Indie;Casual;2D,25,3,3,0,0,0-20000,2.89
808120,Anark.io,2018-04-05,1,Pinpin Team,Plug In Digital,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Indie,Indie;Action,5,1,1,0,0,0-20000,3.99
809540,Mechs V Kaijus,2018-05-04,1,tenacious718,Doble Punch Games,windows,0,Single-player;Steam Achievements,Action;Casual;Indie;Strategy;Early Access,Early Access;Action;Indie,73,43,7,0,0,0-20000,8.29
810220,FAUCET VR,2018-03-07,1,GALBRO INC.,GALBRO INC.,windows,0,Single-player,Casual;Indie,Indie;Casual;VR,0,1,0,0,0,0-20000,1.69
810540,Monsters Attack,2018-03-18,1,Stem Tech,Stem Tech,windows,0,Single-player;Steam Achievements,Action,Action,10,3,6,0,0,0-20000,0.79
810770,Frog Demon,2018-12-11,1,White Dog Games,White Dog Games,windows,0,Single-player,Action;Adventure;Casual;Indie,Indie;Casual;Action,0,8,6,0,0,0-20000,9.99
812430,Touch the devil VR(おさわり魔王VR),2018-03-26,0,Aliceledge,Aliceledge,windows,0,Single-player,Simulation,Simulation;VR,0,1,3,0,0,0-20000,3.99
812980,POSTWORLD,2018-08-31,1,Screwdriver Entertainment,Screwdriver Entertainment,windows,0,Single-player;Steam Achievements,Gore;Action;Indie;RPG,Gore;Action;RPG,16,40,29,0,0,0-20000,15.0
813650,Runefall,2018-06-06,1,Playcademy,GC Games,windows,0,Single-player;Steam Achievements,Casual;Indie,Casual;Indie;Match 3,39,38,3,0,0,0-20000,7.19
814140,Nuclear 2050,2018-04-11,1,PlayUn-Gaming,PlayUn-Gaming,windows,0,Single-player,Action;Adventure;Indie;Early Access,Early Access;Action;Adventure,0,4,6,0,0,0-20000,3.99
814190,Digital Runner,2018-03-26,1,94 Games,94 Games,windows,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Casual;Indie,Indie;Casual,5,2,1,0,0,0-20000,0.79
815290,Guards of the Gate,2019-01-30,1,Prince Game Studio,Prince Game Studio,windows,0,Single-player;Steam Achievements,Indie;RPG;Strategy,RPG;Indie;Strategy,12,18,6,0,0,0-20000,7.19
816180,Zhmyshenko Valery Albertovich,2018-04-26,1,"Nikita ""Ghost_RUS""",Ghost_RUS Games,windows,0,Single-player;Steam Achievements,Adventure;Casual;Indie,Indie;Adventure;Casual,6,53,11,0,0,0-20000,0.79
817510,Golfing Over It with Alva Majo,2018-03-28,1,Majorariatto,Majorariatto,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action;Indie,Action;Indie;Difficult,12,472,218,0,0,100000-200000,3.99
819020,Zanki Zero: Last Beginning,2019-04-09,1,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,RPG;Anime;Dungeon Crawler,38,104,18,0,0,0-20000,49.99
819060,Red Rover,2018-06-18,1,Alan Chan,Alan Chan,windows,0,Single-player;Full controller support,Simulation,Simulation;Driving;Mars,0,9,2,0,0,0-20000,3.99
820500,Tisnart Shapes,2018-03-26,1,Tisnart,Tisnart,windows,0,Single-player,Casual;Indie,Casual;Indie;Puzzle,0,1,0,0,0,0-20000,2.89
821480,Space Flowers,2018-04-06,1,Sssjim7,Sssjim7,windows,0,Single-player,Strategy,Strategy;Indie;Space,0,0,1,0,0,0-20000,7.19
821500,Ria's Hook,2018-04-04,1,Fossil,Fossil,windows,0,Single-player,Action;Adventure;Indie,Indie;Adventure;Action,10,142,30,0,0,0-20000,2.09
822530,Pukan Bye Bye,2018-03-27,1,Artalasky,Artalasky,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Casual;Indie,Casual;Indie;Action,26,55,12,0,0,0-20000,1.69
823310,Alchemy Classic,2018-10-27,1,Niasoft,Niasoft,windows;mac,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Casual;Indie,Indie;Casual;Puzzle,52,5,3,0,0,0-20000,3.99
823690,VR TOON Help Me (살려주세요),2018-08-27,1,Dexter Studios,Dexter Studios,windows,0,Single-player,Casual;Indie,Indie;Casual;Horror,0,4,0,0,0,0-20000,4.79
824720,Pure Rock Crawling,2018-04-11,1,Maciej Kuzianik,Maciej Kuzianik,windows,0,Single-player;Steam Achievements;Full controller support,Casual;Indie;Racing;Simulation;Sports;Early Access,Early Access;Simulation;Offroad,10,216,33,0,0,0-20000,11.39
827520,Risky Wings,2018-07-31,1,FireVector,FireVector,windows,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Racing,Action;Racing;Female Protagonist,56,4,2,0,0,0-20000,3.99
828090,TCPingInfoView,2018-12-16,1,HMBSbige,HMBSbige,windows,0,Steam Achievements;Steam Cloud,Utilities,Utilities;Indie;Software,1,2,4,0,0,0-20000,0.79
828160,X-Town 3D game,2018-04-15,1,Alek1277,WWW.ROSSPROGRAMMPRODUCT.COM,windows,0,Single-player;Partial Controller Support,Action;Indie,Action;Indie;FPS,0,3,13,0,0,0-20000,3.59
830750,Poker Simulator,2018-04-06,1,netmin games,netmin games,windows,0,Single-player,Indie;Simulation;Sports;Strategy,Strategy;Indie;Simulation,0,5,3,0,0,0-20000,3.99
831530,SRC: Sprint Robot Championship,2019-02-01,1,RageQuit Studios,RageQuit Studios,windows,0,Single-player;Multi-player;Online Multi-Player,Indie;Racing;Sports;Early Access,Early Access;Racing;Indie,0,8,0,0,0,0-20000,11.39
834760,Robot Wants It All,2019-04-04,1,"Hamumu Games, Inc.","Hamumu Games, Inc.",windows;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Metroidvania,52,19,0,0,0,0-20000,15.49
836420,Beginner'sGame,2018-05-05,1,Vecpoly Game,Vecpoly Game,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Partial Controller Support,Action;Indie,Action;Indie,8,0,1,0,0,0-20000,4.79
836540,Viking Brothers 2,2018-04-30,1,Alawar Stargaze,Alawar Entertainment,windows,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Casual,40,10,1,0,0,0-20000,5.19
838840,Secret of Harrow Manor,2018-04-24,1,Only Human Studios,Only Human Studios,windows;mac;linux,0,Single-player;Online Co-op;Cross-Platform Multiplayer;Partial Controller Support,Action;Indie,Action;Indie,0,3,5,0,0,0-20000,0.79
839040,Fasaria World: Ancients of Moons,2018-07-19,1,Fasaria Works,U Game Me,windows,0,Single-player;Online Multi-Player;MMO;Steam Cloud,Adventure;Indie;Massively Multiplayer;RPG;Early Access,Early Access;RPG;Massively Multiplayer,0,1,1,0,0,0-20000,15.49
839560,Shrinking Pains,2018-04-27,1,Bedtime Phobias,Bedtime Phobias,windows,0,Single-player,Sexual Content;Free to Play;Indie,Free to Play;Indie;Sexual Content,0,96,24,0,0,20000-50000,0.0
840270,Fitness Simulator,2018-04-19,1,Mac El Oliver,El Dokterino,windows,0,Single-player,Action;Simulation,Simulation;Action,0,1,1,0,0,0-20000,2.89
840700,Qvabllock,2018-04-30,1,NedoStudio,NedoStudio,windows,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Puzzle,30,50,11,0,0,0-20000,0.79
841420,Stickman.io,2018-05-28,1,Sadovski Games,AYE Technology,windows,0,Single-player,Action;Indie,Action;Indie,0,4,4,0,0,0-20000,2.89
842750,Galaxy Champions TV,2018-09-06,1,aQuadiun,aQuadiun,windows;mac;linux,0,Single-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie,Action;Indie;Local Co-Op,11,22,3,0,0,0-20000,5.19
845870,BlackFaith,2018-07-04,1,JUBSTUDIO,JUBSTUDIO,windows,0,Single-player;Partial Controller Support,Gore;Indie;Early Access,Early Access;Multiplayer;Survival,0,152,280,0,0,20000-50000,3.99
846050,Silent Depth 3D Submarine Simulation,2018-08-20,1,Naval Sims,Naval Sims,windows,0,Single-player;Steam Achievements,Indie;Simulation;Strategy,Strategy;Indie;Simulation,8,8,12,0,0,0-20000,9.99
846440,ATTACK OF THE KILLER FURRIES,2018-05-18,1,DRUNKEN APES,DRUNKEN APES,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Casual;Indie,Adventure;Action;Casual,66,30,14,0,0,0-20000,2.09
846670,Saint Slaughter X Days,2018-07-30,0,Hollowings,YAMAYURI GAMES,windows,0,Single-player,Adventure;Casual;Indie;RPG,RPG;Indie;Adventure,27,65,2,0,0,0-20000,2.09
849980,Color by Numbers - Dinosaurs,2018-05-15,1,Kedronic UAB,Kedronic UAB,windows;mac;linux,0,Single-player,Casual;Indie,Indie;Casual;Family Friendly,0,5,0,0,0,0-20000,4.49
850060,Anima: Gate of Memories - The Nameless Chronicles,2018-06-19,1,Anima Project,BadLand Publishing,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats,Action;Adventure;RPG,Action;Adventure;RPG,25,33,7,0,0,0-20000,15.49
851110,Idle Racing GO: Clicker Tycoon,2019-01-01,1,T-Bull S.A.,T-Bull S.A.,windows;mac,0,Single-player;In-App Purchases,Casual;Racing;Simulation;Early Access,Early Access;Racing;Simulation,90,47,71,0,0,20000-50000,0.0
852340,King Rabbit,2019-01-25,1,RareSloth,RareSloth,windows;mac,0,Single-player;In-App Purchases;Partial Controller Support;Includes level editor,Action;Adventure;Casual;Free to Play;Indie;Early Access,Early Access;Free to Play;Action,0,63,6,0,0,0-20000,0.0
854400,EXCHANGE,2018-10-12,1,CharlerMaster,threeW,windows,0,Multi-player;Online Multi-Player;Online Co-op,Action;Casual;Indie;Massively Multiplayer;Early Access,Early Access;Action;Massively Multiplayer,0,21,6,0,0,0-20000,3.99
855800,Trek: Travel Around the World,2018-07-13,1,Minority Media,Minority Media,windows,0,Single-player,Adventure;Casual;Indie;Simulation,Adventure;Casual;Indie,0,3,3,0,0,0-20000,6.19
856380,Cartoonway : Mini Cars,2018-05-18,1,Speedspark Studio,Speedspark Studio,windows;mac,0,Single-player;Steam Achievements,Indie;Racing,Indie;Racing;Casual,54,2,2,0,0,0-20000,3.99
856540,Super Dangerous Dungeons,2018-07-02,1,Adventure Islands,Adventure Islands,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Indie;Action;Adventure,25,30,0,0,0,0-20000,3.99
856880,Fighting Fantasy Classics,2018-06-05,1,Tin Man Games,Tin Man Games,windows;mac,0,Single-player;Steam Achievements;In-App Purchases,Free to Play;Indie;RPG,Free to Play;RPG;Indie,71,58,26,0,0,20000-50000,0.0
857510,Knife Flipping,2018-07-09,1,RewindApp,RewindApp,windows,0,Single-player,Casual;Indie,Casual;Indie,0,6,4,0,0,0-20000,0.79
857790,Gravitycers,2018-05-29,1,Cersgame Studios,Firehawk Studios,windows,0,Single-player,Adventure;Casual;Indie;Racing,Adventure;Casual;Indie,0,5,9,0,0,0-20000,3.99
857850,Dwarf Defense,2018-05-28,1,Heavy Safe Studios,Heavy Safe Studios,windows,0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Stats;Steam Leaderboards,Action;Adventure;Indie;Strategy;Early Access,Early Access;Strategy;Action,10,9,1,0,0,0-20000,3.99
858420,Trivia Vault: Business Trivia,2018-05-17,1,Ripknot Systems,Ripknot Systems,windows,0,Single-player;Steam Achievements,Action;Casual;Simulation,Casual;Simulation;Action,5000,12,6,0,0,0-20000,9.99
859560,Escape the Grid VR,2018-06-15,1,L&D Games,L&D Games,windows,0,Single-player;Steam Cloud,Casual;Simulation;Early Access,Early Access;Casual;Simulation,0,3,2,0,0,0-20000,5.99
859920,Double Head Shark Attack,2018-10-18,1,BigCode Games Pvt Ltd,BigCode Games Pvt Ltd,windows,0,Single-player;Online Multi-Player,Casual;Massively Multiplayer;Simulation,Massively Multiplayer;Casual;Simulation,10,0,1,0,0,0-20000,32.99
860380,Math Problem Challenge,2018-05-22,1,Red Dolphin Games,VT Publishing,windows,0,Single-player;Steam Achievements,Casual;Simulation;Strategy,Casual;Strategy;Simulation,5000,23,8,0,0,0-20000,3.99
860570,Music Producer,2018-05-31,1,Gamenesis,Gamenesis,windows;mac,0,Single-player;Steam Achievements,Indie,Indie;Music;Rhythm,13,0,4,0,0,0-20000,3.99
860590,MissileDancer,2018-06-01,1,TERARIN GAMES,TERARIN GAMES,windows,0,Single-player;Full controller support;Steam Leaderboards,Action;Indie,Action;Indie;Shoot 'Em Up,0,7,1,0,0,0-20000,1.69
860660,To Hell with Hell,2018-07-19,1,Lazurite Games,Deck13;WhisperGames,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Violent;Gore;Action;Indie;Early Access,Early Access;Action;Indie,46,39,11,0,0,0-20000,13.49
861000,Putinization,2018-06-09,1,Putin Team,Putin Team,windows,0,Single-player,Casual;Indie,Indie;Casual,0,0,3,0,0,0-20000,0.79
861210,Gaze At Maze,2018-07-13,1,Anamik Majumdar,Anamik Majumdar,windows;linux,0,Single-player;Steam Achievements;Partial Controller Support,Casual;Indie,Indie;Casual;Zombies,100,0,5,0,0,0-20000,1.69
863570,Super Seducer 2 : Advanced Seduction Tactics,2018-09-13,1,RLR Training Inc,RLR Training Inc;Red Dahlia Interactive,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support,Adventure;Casual;RPG;Simulation;Strategy,Memes;Mature;Sexual Content,11,353,74,223,223,20000-50000,10.29
864740,The World of Labyrinths: Labyronia,2018-06-01,1,Labyrinthine,Labyrinthine,windows,0,Single-player;Steam Achievements;Full controller support;Captions available,Adventure;Indie;RPG,Adventure;Indie;RPG,11,4,0,0,0,0-20000,1.49
864920,Tap Cats: Battle Arena,2018-12-21,1,Classy Yak Game Studio,Screenzilla,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases,Casual;Free to Play;Indie;RPG;Strategy;Early Access,Early Access;Free to Play;Strategy,0,16,9,4,4,0-20000,0.0
865270,LIBRARY,2018-08-10,1,Happy Snake,Happy Snake Games,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Indie,Indie;Cute,8,81,2,0,0,0-20000,1.69
865720,Torn Tales: Rebound Edition,2018-09-06,1,Twistplay,Chilled Mouse,windows;mac;linux,0,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Adventure;Indie;RPG,RPG;Indie;Adventure,27,1,1,0,0,0-20000,11.49
865930,BQM - BlockQuest Maker-,2018-07-26,1,WonderlandKazakiri,Gamera Game;idealCat,windows;mac,0,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Casual;Indie;RPG;Simulation,Casual;Action;Indie,38,105,22,0,0,0-20000,7.99
865980,BOSSGARD,2019-04-18,1,Sand Sailor Studio,Sand Sailor Studio,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Casual;Indie;Early Access,Early Access;Casual;Indie,25,38,4,0,0,0-20000,10.29
867140,WIN THE GAME: WTF!,2018-06-06,1,AFBIK Studio,AFBIK Studio,windows,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Casual,1998,34,14,0,0,0-20000,0.79
867490,Remyadry,2018-07-09,1,Kokoko Soft,DLsite,windows,0,Single-player;Steam Trading Cards;Steam Cloud,Indie;RPG,RPG;Indie;Faith,0,299,41,0,0,0-20000,7.19
869320,Mortar Howl,2018-07-25,1,CrySmith,CrySmith,windows,0,Single-player,Action;Indie;Simulation,Action;Indie;Simulation,0,3,4,0,0,0-20000,0.79
869570,BattleStar Mazay,2018-06-16,1,Rumata Lab,Dagestan Technology,windows,0,Single-player,Action;Adventure;Indie,Adventure;Indie;Action,13,9,1,0,0,20000-50000,0.99
870450,Fobia,2018-06-20,1,Tapteek,Tapteek,windows;mac;linux,0,Single-player;Full controller support,Adventure;Indie,Indie;Adventure,0,11,6,0,0,0-20000,4.79
870730,Adapt or Perish,2019-02-11,1,Phr00t's Software,Phr00t's Software,windows;mac;linux,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Action;Indie;Strategy,Action;Indie;Strategy,8,28,0,0,0,0-20000,7.19
870750,SMASH IT,2018-06-20,1,Cow Corp.,Cow Corp.,windows,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual,3,4,3,0,0,0-20000,1.69
871450,Super Plumber,2018-07-27,1,Pirate Games,Dagestan Technology,windows,0,Single-player,Action;Adventure;Indie,Action;Indie;Adventure,0,0,2,0,0,0-20000,3.19
871470,White Nothing,2018-06-25,1,electronic life games,AYE Technology,windows,0,Single-player,Action;Adventure;Indie,Action;Adventure;Indie,0,2,5,0,0,0-20000,1.99
872000,Beerd leaver,2018-06-23,1,Jero53motox,Jero53motox,windows,0,Single-player,Casual;Indie,Indie;Casual,0,2,4,0,0,0-20000,0.79
872690,Funky Karts,2019-01-04,1,Ross Smith,Yarne Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie,Action;Indie;Adventure,12,1,0,0,0,0-20000,7.49
874090,Living with Jaguars,2018-06-20,1,Occupied VR,VICE Productions (Poachers) Inc. ,windows,0,Single-player,Adventure;Simulation,Adventure;Simulation;VR,0,2,1,0,0,0-20000,3.99
874690,Maze And Dagger,2018-06-19,1,Endwise;HatFeather,Endwise;HatFeather,windows;mac;linux,0,Single-player;Partial Controller Support;Steam Leaderboards,Action;Casual;Indie;Early Access,Early Access;Action;Indie,0,8,3,0,0,0-20000,0.0
876890,Draw It! 2,2018-08-31,1,Antizero company,Antizero company,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie,Indie;Casual,99,18,0,0,0,0-20000,1.69
878280,Distorted Illusions,2018-10-19,1,Goober Games,Goober Games,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Casual;Indie,Indie;Casual;Free to Play,65,7,1,0,0,0-20000,0.0
878470,70 Seconds Survival,2018-08-08,1,Tero Lunkka;Valkeala Software,Tero Lunkka,windows,0,Single-player,Casual;Indie;Racing,Indie;Casual;Racing,0,9,7,0,0,0-20000,1.69
879270,'1st Core: The Zombie Killing Cyborg',2018-06-30,1,Jesper Skjærbæk,Jesper Skjærbæk,windows,0,Single-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements,Action;Indie;RPG,Indie;Action;RPG,37,7,0,0,0,0-20000,3.99
879290,MultiTaskMaster,2018-08-16,1,WyvernWare,WyvernWare,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Action;Indie,Action;Indie;Sports,100,15,0,0,0,0-20000,6.99
881060,Fortune & Gloria,2018-07-24,1,Bad Logic Studios,Bad Logic Studios,windows,0,Single-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Stats,Action;Adventure;Casual;Indie,Action;Indie;Adventure,60,1,2,0,0,0-20000,6.99
881170,Bloody Sand,2018-07-04,1,OnBlind,OnBlind,windows;mac;linux,0,Single-player,Action;Indie,Action;Indie,0,1,5,0,0,0-20000,0.79
882600,Chess Parallel Esports,2018-07-02,1,Chess Parallel Esports Team,Chess Parallel Esports Team,windows;mac,0,Single-player;Local Multi-Player,Indie;Strategy,Strategy;Indie,0,1,1,0,0,0-20000,3.99
882990,BAD DAY,2018-07-18,1,Factory 64 Games,Factory 64 Games,windows,0,Single-player,Violent;Gore;Action;Indie,Action;Indie;Gore,0,4,4,0,0,0-20000,1.69
883220,Fugue in Void,2018-08-03,1,Moshe Linke,Sedoc LLC,windows;mac,0,Single-player,Casual;Indie;Simulation,Indie;Casual;Simulation,0,45,22,0,0,0-20000,4.79
883560,Wardens of the Amber Cage,2019-03-01,1,Gembasher Studio,Gembasher Studio,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie,Adventure;Indie;Action,27,6,0,0,0,0-20000,19.49
884960,Rolling in the Reef,2018-07-13,1,BrainGoodGames,BrainGoodGames,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Strategy,Strategy;Indie;Turn-Based,10,20,1,0,0,0-20000,5.79
885180,Boobserman,2018-07-27,1,Night Dreams Studio,Night Dreams Studio,windows;mac,0,Single-player,Adventure;Indie,Adventure;Indie;Anime,15,10,17,0,0,0-20000,4.79
885590,Time,2018-09-13,1,David AE,David AE,windows,0,Single-player;Full controller support,Indie,Indie;VR;VR Only,0,9,7,0,0,0-20000,0.0
887370,Element: Space,2019-02-14,1,Sixth Vowel,Inca Games,windows,0,Single-player;Steam Achievements;Steam Cloud,Action;Indie;RPG;Strategy,Turn-Based Combat;Strategy;RPG,56,112,45,0,0,0-20000,19.49
887400,The Great Geometric Multiverse Tour,2018-08-27,1,Pie On A Plate Productions,Pie On A Plate Productions,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,Action;Indie;Adventure,17,9,0,0,0,0-20000,10.29
887750,Opus Mortem,2018-07-06,1,KZ42,KZ42,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie,Indie;Casual,14,4,0,0,0,0-20000,1.69
888040,Metal Fatigue,2018-07-31,1,Zono,Nightdive Studios,windows,0,Single-player;Local Multi-Player;Steam Cloud,Strategy,Strategy;RTS;Mechs,0,106,6,0,0,0-20000,4.79
889040,FPV Air 2,2018-08-17,1,Flyleap Studios,Flyleap Studios,windows,0,Single-player;Multi-player;Online Multi-Player;In-App Purchases;Partial Controller Support,Racing;Simulation,Simulation;Racing,0,67,13,0,0,0-20000,3.99
889320,The Plant,2018-07-23,0,Aventy's team,Aventy's team,windows,0,Single-player,Casual;Indie;Early Access,Early Access;Indie;Casual,0,26,3,0,0,0-20000,0.0
889760,Monster Adventurer,2018-09-24,1,yang1zhi,yang1zhi,windows;mac;linux,0,Single-player,RPG,RPG;RPGMaker,0,0,12,0,0,0-20000,4.79
