appid,website,support_url,support_email
529160,,http://www.cultureselect.com,support@cultureselect.com
529500,https://alonevr.deceptive-games.com/,www.deceptive-games.com,info@deceptive-games.com
529700,,http://support.encore.com,support@encore.com
529780,http://iblackpen.com/,http://iblackpen.com/,
529860,https://www.direct2drive.com/#!/download-colecovision-flashback--40-game-pack/5009226,https://support.direct2drive.com/,support@direct2drive.com
530290,https://jorgicor.niobe.org/planetvc,,jorge.giner@hotmail.com
530890,,,haydeegame@gmail.com
532210,https://www.lifeisstrange.com,http://sqex.to/steamsupport,
533820,http://www.newrealitygames.co.uk,http://www.newrealitygames.co.uk,newrealitygames@gmail.com
534570,http://bat-byte.com/,,support@bat-byte.com
535330,,,cantoni23@comcast.net
536640,https://www.grimmdarklegacy.com,https://www.grimmdarklegacy.com/Support/SupportTicketActive.aspx,hello@gamesco.com
537140,,,support@evocatgames.com
537430,http://innerchainsgame.com,http://innerchainsgame.com,
538790,http://www.pubgames.net.au/projects/primal-carnage-onslaught/,http://www.pubgames.net.au/projects/primal-carnage-onslaught/,contact@pubgames.net.au
539670,,,support@winged-cloud.com
540840,http://www.laracroftgo.com/,http://support.eu.square-enix.com/main.php?la=2&amp;id=12841,
540880,http://www.roseofwinter.com,http://www.pillowfight.io,support@pillowfight.io
542740,,http://www.ensenasoft.com,support@ensenasoft.com
542750,http://piratado.nethouse.ru/,http://piratado.nethouse.ru/,goodzombi@gmail.com
543100,http://www.wormanimation.com,www.WormAnimation.com,support@wormanimation.com
544520,http://amsgda.com/,http://amsgda.com/,games@amsgda.com
545720,http://ryzalgames.com,http://ryzalgames.com,yutput1@gmail.com
546200,https://www.facebook.com/8FloorGames,https://www.facebook.com/8FloorGames,mikhail.zverev@8floor.net
547090,,,ozolnieks@heapup.info
547310,,,totallynotreptillian@gmail.com
547340,http://moenovel.com/,http://moenovel.com/,support@moenovel.com
547540,,,hey@moarlasers.com
548900,,,support@quanticlab.com
549670,,,booblyc@gmail.com
550200,http://www.WorldDestroyers.com,www.HardHeadGames.com,support@hardheadgames.com
550580,,http://eikosol.com/support,
550810,https://seeproduction.blogspot.it/,,staff@seepuniverse.com
550930,,,rixment@gmail.com
551500,https://vk.com/7k_games,https://vk.com/7k_games,https://vk.com/7k_games
552110,http://www.puzzlepirates.com/,https://yppedia.puzzlepirates.com/Support_Portal,support@puzzlepirates.com
552340,http://www.actuallysanestudios.com,,info@actuallysanestudios.com
552370,http://www.ridersofasgard.com/,http://www.gobbogames.co.za/,support@gobbogames.co.za
553050,http://atrifleodd.com,http://atrifleodd.com,contact@atrifleodd.com
553690,http://invictus.com/content/dustoff-heli-rescue-2-5/,http://invictus.com/menu/contact/,support@invictus.com
555150,http://www.thefirsttree.com/,http://www.thefirsttree.com/,david@thefirsttree.com
555220,http://redcandlegames.com/detention/?lang=en,,contact@redcandlegames.com
555320,,,7dotsss@gmail.com
555400,http://www.crynosaurs.com,http://www.crynosaurs.com/contact/,
555520,http://www.bigfishgames.com/games/6498/riddles-of-fate-wild-hunt-ce/?pc,https://bigfishgames.custhelp.com/app/home,info@bigfishgames.come
556700,,,support@studiocaptivate.com
556840,,,timnicho@gmail.com
557880,,,saygoodbyeofficial@gmail.com
558110,http://theodysseygame.com,,media@theyoungsocratics.com
559850,http://www.facebook.com/SilverCowStudio,http://www.twitter.com/SilverCowStudio,
560220,,http://www.kool2play.com/,support@kool2play.com
560720,https://www.alawar.com/game/dark-angels-masquerade-of-shadows/,http://www.alawar.com,support@alawar.com
561420,,,support@bluebox-interactive.de
562410,,http://animugame.com/games/panty-party/,
564940,http://www.alonewithyougame.com,http://www.benjaminrivers.com/support/,support@benjaminrivers.com
565650,,ArcadeSheep.com,ArcadeSheeps@gmail.com
565860,https://www.facebook.com/tomatowayslasher/,https://www.facebook.com/tomatowayslasher/,castillovlad@gmail.com
566940,,http://www.buka.ru/cgi-bin/tech_support.pl?option=first_page,help@buka.ru
569640,,,ElysiumGame@hotmail.com
570600,https://www.onelivesleft.com/,,support@onelivesleft.com
572010,https://www.facebook.com/nowayoutgame,https://www.facebook.com/nowayoutgame/,fiassink@gmail.com
572410,,https://paradox.zendesk.com/home,
572580,,http://www.buka.ru/cgi-bin/tech_support.pl?option=first_page,help@buka.ru
572720,https://www.herinteractive.com/shop-games/nancy-drew-the-shattered-medallion/,https://www.herinteractive.com/support/contact-support/,techsupport@herinteractive.com
573740,http://qumaron.com/northern-tale-4-game,http://qumaron.com/support-service-en,qumaron.supp@gmail.com
573780,http://www.diabolicalmind.com/game/xv/xenonvalkyrie.html,http://www.diabolicalmind.com/game/xv/xenonvalkyrie.html,cgdfc666@gmail.com
575340,https://chessaria.com,https://discord.gg/chessaria,
575800,,http://www.anawiki.com/contact.php,support@anawiki.com
575870,,,peace_salikhov@mail.ru
577270,,,sorasudev@gmail.com
578260,,https://vk.com/blaizentertainment1,blaizentertainment@mail.ru
578920,,,galaxygames@163.com
580420,http://w-krupinski.blogspot.com/,http://w-krupinski.blogspot.com/,
581300,,,support@quanticlab.com
583030,,http://www.cfk.kr,wbreturn@cfk.kr
583240,,,contact@sweetbanditsstudios.com
583530,http://www.aquila-bfs.com,http://www.aquila-bfs.com,info@aquila-bfs.com
584800,,,cultsoftware666@gmail.com
585270,http://propellerlabs.co,http://propellerlabs.co,hello@propellerlabs.co
585940,,http://coolbeansvr.com,coolbeansvr@gmail.com
586110,https://www.sansar.com/,https://help.sansar.com/hc/en-us/requests/new,
586740,http://www.bigfishgames.com/games/7115/spirits-of-mystery-song-of-the-phoenix-ce/?pc,https://bigfishgames.custhelp.com/app/home,info@bigfishgames.com
586830,http://rank17.com/,http://rank17.com,support@rank17.com
586980,,,MadOutContacts@gmail.com
587440,http://www.galactickeep.com,http://www.gildedskull.com/contact/contact_left.html,support@gildedskull.com
587450,https://sauriangame.squarespace.com/,,support@urvogelgames.com
588230,http://www.thesecretexperiment.co.uk,,support@thesecretexperiement.co.uk
589170,http://handy-games.com/panzer-panic-vr,http://www.handy-games.com/contact/,support@handy-games.com
589410,http://rttstudio.com/dammerlicht/,,RoyalTeaTimeStudio@gmail.com
591680,https://www.catland.studio,,hello@catland.studio
592990,https://chemcaper.com,https://chemcaper.com/contact-us/,support@chemcaper.com
594050,,,2ndupstudios@gmail.com
594160,,,mister.danilov2013@gmail.com
594350,,https://www.devgru-p.com/,
597860,,http://www.blg-publishing.com,support@blg-publishing.com
599800,https://www.youtube.com/c/DreamRealUE4,,mateus.quadros@dreamreal.com.br
600230,http://www.energizelabs.com/projects/epsilonjump/,,rienzi@energizelabs.com
600330,,,contractedsupp@gmail.com
600580,http://fieldof.vision/DarkMechanism.html,http://fieldof.vision/#contact,arnaud@fieldof.vision
601570,,http://sapphiredragonproductions.com/,admin@sapphiredragonproductions.com
601920,https://adjacencygame.com,,support@adjacencygame.com
602300,,,vaguepixels@gmail.com
605790,http://www.bigfishgames.com/games/7754/queens-tales-the-beast-and-the-nightingale-ce/?pc,https://bigfishgames.custhelp.com/app/home,info@bigfishgames.com
606480,http://www.irisloft.com/en/www.irisloft.com/en,http://www.irisloft.com/en/,support@irisloft.com
608390,,,vai.mism@yandex.ru
608760,http://doodlegod.com,http://doodlegod.com,support@joybits.org
609990,http://byterockers.games/en/game/beefense/,http://byterockers.games,support@byterockers.games
610130,http://rasulmono.com/video-games/ultragoodness.html,http://rasulmono.com/video-games/ultragoodness.html,rasul.mono@gmail.com
610250,https://www.ransackedstudios.com/glitch-s-trip,www.ransackedstudios.com/contact-us,ransackedstudios@gmail.com
611320,http://felgcgamesdevelopm.wixsite.com/homepage,http://felgcgamesdevelopm.wixsite.com/homepage,felgc.gamesdevelopment@gmail.com
611630,http://www.skeletoncrewstudios.com,http://www.skeletoncrewstudios.com,
612010,http://www.DuelVR.net,http://www.duelvr.net,duelvrsupport@greenlightgames.co.uk
612620,https://www.goldbargames.com/,,support@goldbargames.com
613670,,,melody_hcy@163.com
614530,http://gardentale.net/index.html,,support@playism.jp
614630,,http://www.tinytitanstudios.com,tinyrails@tinytitanstudios.com
617620,http://iblackpen.com/,http://iblackpen.com/,
618050,http://zovgame.lofter.com/,http://steamcommunity.com/app/618050/,
619100,http://www.indierevo.net,http://www.indierevo.net,team@indierevo.net
620080,https://sekaiproject.com/products/leyline/,https://sekaiproject.com/contact/,support@sekaiproject.com
620570,http://www.atcsuite.com,http://forum.simflight.com/forum/170-atc-simulators/,
621940,http://unleashgame.com,http://unleashgame.com,info@unleashgame.com
623160,http://www.facebook.com/rokaplay/,,support@rokapublish.de
624060,http://www.interplay.com,http://interplay.com/support/customer_service.php,
625080,,,support@strategyfirst.com
625560,,,theoverdreamer@gmail.com
625630,,,apapappa.games@gmail.com
626250,http://thetowergame.com,,inquiries@interdimensionalgames.com
631770,,,marketing@empyrean.games
635270,,,support_6w@6waves.com
636450,http://rezinfinite.com,http://rezinfinite.com/,
636470,,,http://mangamengine@gmail.com
636490,http://www.kamategame.com/,,contact@kamategame.com
637330,,,aerolabdesign@gmail.com
638260,http://www.bigfishgames.com/games/6523/myths-of-the-world-stolen-spring-ce/?pc,https://bigfishgames.custhelp.com/app/home,info@bigfishgames.com
640340,http://www.croteam.com/,,support@gungrounds.com
641870,,,forever8pus@yandex.ru
641950,http://www.laststonelord.com/,http://www.laststonelord.com/,livio3d@hotmail.com
642000,http://www.hyperbookstudio.com/regenesis/,http://www.hyperbookstudio.com,info@hyperbookstudio.com
643830,http://www.botlikegame.com,,support@binji.de
644160,,,starmops.publish@gmail.com
644560,,,gm@sakuragame.com
645380,http://www.heroesofumbra.com/,,support@alcuria.net
645450,,,LightRoadGames@yandex.ru
646010,https://www.longbowgames.com,https://www.longbowgames.com,help@longbowgames.com
646440,https://rebuffreality.com/,https://rebuffreality.com/,info@rebuffreality.com
647500,https://www.facebook.com/DistortedGames/,https://www.facebook.com/DistortedGames/,jurassico65@gmail.com
649790,https://www.rokapublish.de/,,support@rokapublish.de
650600,https://www.facebook.com/greecedefense/,https://www.facebook.com/greecedefense/,gamearx@gmail.com
651610,http://xavieroriongames.wix.com/home,http://xavieroriongames.wix.com/home,xavieroriongames@gmail.com
652190,http://www.emilywantstoplay.com,http://www.emilywantstoplay.com,EWTPToo@skhapps.com
652760,http://www.fletchersgames.com/,http://www.fletchersgames.com/contact.html,contact@fletchersgames.com
654020,http://bentheexorcist.com,,contact@bentheexorcist.com
654660,http://pharmakon-game.com,,contact@visumeca.com
655380,http://rustymoyher.com/digdog,https://goo.gl/forms/g3upR7xneCAB2m322,support@rustymoyher.com
656730,,,theodorniklas21@gmail.com
657050,https://zetsubou.games/,https://twitter.com/zetsubougames,
657780,https://horizonstreetview.wordpress.com/2017/05/06/new-virtual-reality-application-rome-circus-maximus-chariot-race,https://horizonstreetview.wordpress.com/2017/05/06/new-virtual-reality-application-rome-circus-maximus-chariot-race/,vicente.rosell@gmail.com
658600,,steamcommunity.com/id/mastermindfin,tero.lunkka@gmail.com
661230,https://spielmannspiel.com/progressbarsimulator,,progressbarsimulator@spielmannspiel.com
661530,https://www.facebook.com/WTFOMGames,https://www.facebook.com/WTFOMGames,mail67845@mail.ru
661670,,newrealitygames.co.uk,
661790,http://vintsevych.com/,http://vintsevych.com/,andrii@vintsevych.com
662590,https://www.facebook.com/Atriagames,http://steamcommunity.com/groups/Atriagames,xdgonx@yandex.ru
664030,,https://twitter.com/yokeAls,leehy1780@naver.com
664870,,,riphorsestudio@gmail.com
665350,http://spinalgames.com/games-2/mayhem%20above.html,http://spinalgames.com/contact-2.html,contact@spinalgames.com
665650,http://2vhoverbike.intertum.com/,,schalk_asc@intertum.com
665920,,,info@preapp.co.jp
666290,,,steam@otakumaker.com
667220,https://www.ayothegame.com,https://www.ayothegame.com/#contact,support@ayothegame.com
667770,http://nanoshiftvr.com/,http://www.eggrolldigital.com,info@eggrolldigital.com
669340,http://www.RoyalCosmonauticalSociety.com,http://www.RoyalCosmonauticalSociety.com,Contact@RoyalCosmonauticalSociety.com
670160,http://b52team.blogspot.com/,http://b52team.blogspot.com/,kodes11@gmail.com
670610,http://www.swapsandtraps.com,http://www.swapsandtraps.com,elif@swapsandtraps.com
670730,http://www.tableflipgames.co.uk/sure-footing,http://www.tableflipgames.co.uk,support@tableflipgames.co.uk
670940,,,grifsnow@gmail.com
671180,,,elementals.reborn@gmail.com
671240,http://www.66rpg.com/index,http://www.66rpg.com/,tousu@66rpg.com
672710,http://www.toplitz-productions.com,,support@toplitz-productions.com
672720,,http://www.desktopgaming.net,support@desktopgaming.net
673260,http://neuronality.com/starblast.html,,contact@neuronality.com
673570,,,support@strategyfirst.com
675360,http://www.accelalove.com/,,csaccela@gmail.com
676070,https://twitter.com/Deydrihm,https://twitter.com/Deydrihm,derdeydrihm@gmail.com
676570,,http://coremedia.jp/,app@coremedia.jp
676960,http://www.teampea.com,http://www.teampea.com,support@teampea.com
677060,http://www.ntwostudio.com/,,support@ntwostudio.com
678190,,,admin@kingkeygames.com
678620,http://www.interplay.com,http://interplay.com/support/customer_service.php,
678820,,newrealitygames.co.uk,
681020,http://www.verdictstudiosllc.com/throne-of-the-dead.html,http://www.verdictstudiosllc.com/,verdictstudios@gmail.com
682660,,,matthew.palash@mail.ru
683790,http://ninjawhalestudios.com/Tractorball,http://ninjawhalestudios.com,support@ninjawhalestudios.com
686110,https://www.facebook.com/Heroes-Productions-1765254293766744/,https://www.facebook.com/Heroes-Productions-1765254293766744/,herosgame2018@gmail.com
687630,,http://www.momostorm.com/Website/ecb_forum/,support@momostorm.com
691020,,,rus.ancient@gmail.com
693400,,,TakingValhalla@gmail.com
694500,http://www.2k.com,support.2k.com,
696010,http://www.bigfishgames.com/games/6510/otherworld-shades-of-fall-ce/?pc,https://bigfishgames.custhelp.com/app/home,info@bigfishgames.com
697650,http://www.25thWard.com,http://store.nisamerica.com/contact-us,
700140,http://www.attackmountain.com,http://www.attackmountain.com,bugkill@attackmountain.com
700510,,http://rbio-game.lofter.com/,rbio_game@163.com
701730,http://yiandthethousandmoons.com/,http://usdivad.com/,hello@usdivad.com
702180,,,okerokey@gmail.com
702300,,,support@notusgames.com
702550,,,egorevengelp@mail.ru
702700,,https://www.konami.com/games/us/en/pages/support/,
702810,https://www.shootyskies.com,https://shootyskies.com/support.html,support@mightygamesgroup.com
703050,,http://kool2play.com,contact@kool2play.com
703180,http://www.outrightgames.com,https://www.outrightgames.com/,support@outrightgames.com
703320,http://www.2k.com,support.2k.com,
704880,,http://www.bacusstudios.com/,contact.us@bacusstudios.com
706130,https://www.farfromnoi.se/,https://www.georgebatchelor.com/,mail@georgebatchelor.com
706880,http://www.austentranslation.com,,support@worthingandmoncrieff.com
707220,,,echa.spb@gmail.com
708280,,http://www.thinkingbeargames.com,allen@tbgames.com.cn
708940,https://star-legion.com/rebons/,https://star-legion.com/rebons/,game.star.legion@gmail.com
709220,,,gamesdexion@gmail.com
709820,,,wastedpizzagame@gmail.com
710240,http://www.thesmartmelon.com,http://www.thesmartmelon.com,game@thesmartmelon.com
710540,http://alexseyvolonsky.xyz/,http://alexseyvolonsky.xyz/,dagestan.technology@gmail.com
711210,,,bitlockstudio@gmail.com
711390,,,n_patel@outlook.com
713220,http://www.alexhoratio.co.uk/,http://www.alexhoratio.co.uk/p/contact-me.html,
713320,https://atap.google.com/spotlight-stories/,https://support.google.com/faqs/answer/6261925,spotlight.stories.info@gmail.com
715310,https://www.urban-rivals.com/,https://www.urban-rivals.com/staff/contactus.php,contact@urban-rivals.com
715800,,,support@slitherine.co.uk
717820,http://www.playjustrun.com/boom-island,http://www.playjustrun.com/support.html,playjustrun@gmail.com
718250,http://wreckedanglestudios.com/,,wreckedangle@outlook.com.au
718940,,,davidliao082@gmail.com
720270,https://www.facebook.com/DefenseTaskForce/,https://discord.gg/44avGSZ,defensetaskforce@chillx.com
720470,,,snop2-dog23@mail.ru
721090,https://SKYBOX.XYZ/,https://skybox.xyz/support,SUPPORT@SKYBOX.XYZ
721480,,,madskillzvr@gmail.com
722010,,,n.e.vision.good@gmail.com
722180,http://surv1v3.com,http://surv1v3.com,
722760,,,admin@sapphiredragonproductions.com
723070,,http://,
723450,https://anpa.us,https://anpa.us,
725910,,,miniwitstudios@gmail.com
727850,http://elderborngame.com/,,support@crunchingkoalas.com
727860,http://spacequizapp.com/,http://www.littlesmartplanet.com/,soporte@littlesmartplanet.com
727900,http://www.tistartech.com,http://www.tistartech.com,xiaojiang28@qq.com
728870,http://www.fireballedstudio.com/,,fireballed.studio@gmail.com
730620,,,rewindappstudio@gmail.com
731430,http://www.playinfluence.com,http://www.playinfluence.com,
732370,https://www.facebook.com/JuicyRealm,https://www.facebook.com/JuicyRealm,indie@xindong.com
732430,https://superflightgame.com,https://superflightgame.com/contact,hellogrizzlygames@gmail.com
732800,https://turtlequest.wixsite.com/turtlequest,https://turtlequest.wixsite.com/turtlequest,spike.productions@outlook.com
733180,,,flyingfireco@gmail.com
733690,http://www.krgames.it/en/games/the-hospital-allisons-diary,http://www.krgames.it/en/contacts,support@krgames.it
734920,https://www.atomicbreath.com,https://www.atomicbreath.com,randomguy@atomicbreath.com
738500,http://www.parallaxgame.com,http://www.parallaxgame.com,danstarr13@gmail.com
738610,http://www.trainstationsimulator.com,http://www.trainstationsimulator.com,appliksapps@gmail.com
739780,https://sites.google.com/view/axerage/,https://discord.gg/hitcents,support@hitcents.com
740410,,,contact@entertainmentforge.com
740950,,,cesar.ottani@gmail.com
741120,,,rewindappstudio@gmail.com
742460,http://birdwallgames.com/,http://birdwallgames.com/,admin@birdwallgames.com
742470,,,dmitry.kozyr.ua@gmail.com
745650,,,tinyravengames@gmail.com
745890,,,heeroyuirh@163.com
746680,http://www.bitecore.com/games/bounce-rescue,http://www.bitecore.com/,support@bitecore.com
746840,http://www.artifexmundi.com/,,steam.support@artifexmundi.com
747620,https://spacemacegames.com/,,support@spacemacegames.com
747910,http://disassembly3d.com,http://disassembly3d.com,support@disassembly3d.com
748460,https://www.realflight.com/products/rf8/gpmz4550.php,https://www.realflight.com/support/index.php,
749040,,,devision.official@gmail.com
749220,,,alexeibelih@yandex.ru
749340,,http://store.steampowered.com/app/749340,blendergamez@gmail.com
752500,https://www.mushroomheroes.com/ghoulboy,https://www.mushroomheroes.com/contact,serkanbakar81@gmail.com
753630,http://www.refinishnetwork.com,,support@refinishnetwork.com
754000,http://rebotgame.gamesandapps.it/,http://rebotgame.gamesandapps.it/,rebotgame@gamesandapps.it
754160,,,beakless.chocobo@gmail.com
755450,http://azariagame.com,,support@unfgames.com
756200,https://www.deadlyseriousmediagames.com/,https://www.deadlyseriousmediagames.com/,support@deadlyseriousmedia.com
756350,,,warrensbestss@gmail.com
758080,http://bloodlust-shadowhunter.com/nemesis,http://www.bloodlust-shadowhunter.com/nemesis,wrfstudios@aol.com
760660,https://vk.com/narkogamess?w=product-138846599_1976283%2Fquery,https://vk.com/narkogamess,srun142@mail.ru
761660,,,steam@otakumaker.com
762930,http://mangagamer.org/supipara,http://mangagamer.com,support@mangagamer.com
763070,,,fur.gold.games@gmail.com
763090,,,steam@otakumaker.com
763200,,,andrew.augustine6@gmail.com
763430,,https://www.facebook.com/frontdefense/,fantahornvr@gmail.com
765400,,,mypersonalangel@protonmail.com
765610,,,rezercon@gmail.com
766620,http://playgambitheart.wordpress.com/,http://grizzlywolfgames.com/contact.html,feedback@grizzlywolfgames.com
767200,http://www.unicogamestudio.com/chinese-jigsaw-puzzle---inkpainting.html,http://www.unicogamestudio.com/chinese-jigsaw-puzzle---inkpainting.html,unicogamestudio@gmail.com
767500,,,kuredoyes@gmail.com
767810,https://www.amaze.us/,https://www.amazevr.com/,connect@amazevr.com
768580,http://twentycapitalletters.com/Witchball,,slclark@nyu.edu
769940,https://vk.com/public116891299,https://vk.com/public116891299,nazar.kozhukhar1999@gmail.com
770630,http://greedy-kid.com/,http://flying-oak.com/,
771410,,,YWNGTA@maximilian-ritters.de
773010,http://www.indiedb.com/games/hunahpu-quest-mechanoid,,altairgamest@gmail.com
773170,,,victorperico@gmail.com
775430,http://assassinscreed.ubisoft.com,http://support.ubi.com,
777130,https://sadpandastudios.com,,support@sadpandastudios.com
777380,http://desaccordart.com/page.html,http://desaccordart.com/page-2.html,
777580,http://misterttocs.com/games.html#ChampAgainstChumpsUpgradeEdition,,misterttocsgames@gmail.com
778590,,,indielip@mail.ru
778650,https://www.VolcanoTower.com,https://www.volcanotower.com,uglycakegames@gmail.com
778860,,,Laush97@mail.ru
779590,,,latham@yossman.net
780320,https://www.facebook.com/DigiMight,https://www.facebook.com/DigiMight,digimight@gmail.com
780630,http://www.tpagame.com,http://www.tpagame.com,support@luminositymobile.com
780710,https://www.facebook.com/Turret-Syndrome-770106976506025/?hc_ref=ARSfGtWmcPLpL5EjchQfsJgHiAVdNp_5O68n0CnafkJMmALmviKI8Pyyru1tUIUvUkc&amp;fref=nf,,turretsyndromehelp@gmail.com
781110,http://penumbra.games/lateron/,http://penumbra.games/lateron/,contact@penumbra.games
781260,,,info@pikointeractive.com
781480,http://techsupportgame.com/,http://techsupportgame.com/,info@dragonslumber.com
781670,,,ivlev.ae.work@mail.ru
781810,,http://store.steampowered.com/app/781810,crew.lab.sup@gmail.com
785950,,,xminutesgames@outlook.com
786120,http://cpsuperstore.pythonanywhere.com/en,http://cpsuperstore.pythonanywhere.com/,cpsuperstoreinc@gmail.com
786140,,https://sky-coding.com,
787440,https://steam.realfighting.me,https://steam.realfighting.me,steam.support@realfighting.me
787450,,http://www.pujia8.com,apps@pujia8.com
787840,http://blacksmiththegame.com/,blacksmiththegame.com,blacksmith@blacksmiththegame.com
788180,,,63901007@qq.com
789700,https://www.macproton.com,https://www.macproton.com,mail@macproton.com
790570,https://www.facebook.com/innocent.VR/,https://www.facebook.com/innocent.VR/,bd@ninedvr.com
791180,http://returntoadventuremountain.com/,http://returntoadventuremountain.com,support@returntoadventuremountain.com
791970,https://store.steampowered.com/curator/33045467,https://store.steampowered.com/curator/33045467,support@vtpublishing.com
792060,https://steam.realfighting.me,http://realfighting.me/,steam.support@realfighting.me
792800,http://www.adventuresofhendri.co.za,http://www.adventuresofhendri.co.za/,
793240,,,mail@educational-games.ru
793620,,,virhex.help@gmail.com
794050,,,support@blackfoxent.com
796130,,,laushds@gmail.com
796770,http://toddlersimulator.com/,,support@toddlersimulator.com
796930,https://b-m.facebook.com/NeonSpaceboard/,https://b-m.facebook.com/NeonSpaceboard/,fjimenez.x1@gmail.com
799080,https://www.rokapublish.de,,support@rokapublish.de
799460,http://www.armadillogamestudios.com/,,parkerolson@armadillogamestudios.com
799910,,,support@headshotlabs.com
801610,,http://www.amigo-vr.com,marketing@amigo-vr.com
802080,https://jakubklementewicz.com/,https://jakubklementewicz.com/,
802130,http://btt.q-prod.net,http://btt-bug-tracker.q-prod.net/bug_report_page.php,qualzz20@gmail.com
802310,http://www.appnori.com/,http://www.appnori.com/,appnori@gmail.com
802660,,,ghostnikitaeagle@gmail.com
803800,http://tripeaks.net,https://m.me/WideCrossMOBA,gngadmin@gamengame.com
804700,http://mangagamer.org/fatamorgana/,,support@mangagamer.com
807770,http://www.newwestgames.com,http://www.newwestgames.com,info@newwestgames.com
807890,http://wonderboxgames.com,http://wonderboxgames.com,support@wonderboxgames.com
808120,https://appadvice.com/app/anark-io/1293135181,http://pinpinteam.com/support/,
809540,https://www.doblepunchgames.com,https://www.doblepunchgames.com,doblepunchgames@gmail.com
810220,http://www.galbro.co.kr,http://www.galbro.co.kr,cs@galbro.co.kr
810540,,,lisovenko.95@gmail.com
810770,,,whitedogapp@gmail.com
812430,,https://twitter.com/aliceledge_cg,aliceledge@gmail.com
812980,http://postworldgame.com/,,info@postworldgame.com
813650,https://www.playcademy.com/?download=runefall,https://www.playcademy.com/,info@mad-data.com
814140,https://playungaming.wixsite.com/nuclear2050,https://playungaming.wixsite.com/nuclear2050,playun.sup@gmail.com
814190,,https://www.facebook.com/andrey.antonets.58,drux1997@gmail.com
815290,,,princegamestudio@gmail.com
816180,,,ghostnikitaeagle@gmail.com
817510,,http://www.majorariatto.com/,contact@majorariatto.com
819020,,,support-zaz@spike-chunsoft.co.jp
819060,,,mahalobay@gmail.com
820500,http://www.tisnart.com/tisnart-shapes.html,,tisnartshapes@tisnart.com
821480,,,jbruce1961@bresnan.net
821500,,,xkrrnrhd3364@naver.com
822530,https://vk.com/artalasky,https://www.youtube.com/user/SkybladeRus,denskymoney@yandex.ru
823310,,https:://www.niasoft.com,contact@niasoft.com
823690,,www.dexterstudios.com,vr@dexterstudios.com
824720,,,maciejkuzianik@gmail.com
827520,,,uf_support@firevector.com
828090,,https://github.com/HMBSbige,hl3@protonmail.com
828160,http://www.rossprogrammproduct.com/,http://www.rossprogrammproduct.com/,
830750,http://www.poker-simulator.de/,http://www.poker-simulator.de/,info@poker-simulator.de
831530,https://www.ragequit.studio/,https://www.ragequit.studio/,contact@ragequit.studio
834760,http://hamumu.com/,http://hamumu.com,support@hamumu.com
836420,http://kusoge100.php.xdomain.jp/JapanesePressSite/sheet.php?p=BeginnersGame,,KusogeMuseum@gmail.com
836540,http://www.alawar.com,http://www.alawar.com,steam@alawar.com
838840,http://www.onlyhumanstudios.net/secret-of-harrow-manor,https://www.facebook.com/groups/651168961884742/,ensignone@gmail.com
839040,https://www.ugameme.com,https://www.ugameme.com,
839560,,,bedtimephobias@gmail.com
840270,,,DerDokter94@gmail.com
840700,,,inbox.228@mail.com
841420,,http://www.dagestantechnology.ru/,dagestan.technology@gmail.com
842750,https://aquadiun.com/,https://aquadiun.com/,devs@aquadiun.com
845870,https://www.facebook.com/Black_Faith-1916222778690006/,https://www.facebook.com/Black_Faith-1916222778690006/,
846050,http://www.silentdepth.com,http://www.silentdepth.com,martin.leidel@gmail.com
846440,,http://drunkenapes.wixsite.com/drunkenapesgames,drunkenapesgames@gmail.com
846670,http://yamayuri.games/ss10d/,http://yamayuri.games/ss10d/,soysauce@yamayuri.vip
849980,http://kedronic.com/cbn#dinosaurs,http://kedronic.com/#contact,support@kedronic.com
850060,,http://www.blg-publishing.com,support@blg-publishing.com
851110,https://www.facebook.com/idleracingGO,http://t-bull.com/#contact,contact@t-bull.com
852340,http://www.raresloth.com,https://www.raresloth.com/support/,sloths@raresloth.com
854400,http://3wgamestudio.com,contact@noen.com,
855800,https://www.weareminority.com,https://www.weareminority.com,support@weareminority.com
856380,http://speedsparkstudio.com/,http://speedsparkstudio.com,support@speedsparkstudio.com
856540,,https://simpanen.carbonmade.com,
856880,http://bit.ly/TMGdevblog,,minion@tinmangames.com.au
857510,,,rewindappstudio@gmail.com
857790,,https://www.facebook.com/firehawkstudios/,serdar.ates.34@gmail.com
857850,https://www.facebook.com/DwarfDefense/,,samh1@comcast.net
858420,,,ripknotsystemsllc@gmail.com
859560,,,davidejensen@live.it
859920,,http://bigcodegames.com/contact/,info@bigcodegames.com
860380,https://store.steampowered.com/curator/33045467,https://store.steampowered.com/curator/33045467,support@vtpublishing.com
860570,,,support@gamenesis.com
860590,http://www.security16bit.com/entry/missiledancer,http://www.security16bit.com/entry/missiledancer,contact@security16bit.com
860660,,http://spotlight.deck13.com/,
861000,,,Andrew_Larionov@mail.ru
861210,http://www.amaxang-games.com/2015/01/gaze-at-maze-game-purchase-full-version.html,http://www.amaxang-games.com/p/blog-page.html,help.amaxang.games@gmail.com
863570,https://www.puatraining.com/superseducer,https://www.richardlrcoaching.com/contact/,superseducersupport@puatraining.com
864740,http://labyronia.wixsite.com/labyroniaelements/labyronia-saga,,xarlamia@gmail.com
864920,https://www.classyyak.com/projects/,https://tapcats.zendesk.com/hc/en-us,tapcats@screenzilla.com
865270,,https://happysnakegames.itch.io/support-page,happysnakegamescontact@gmail.com
865720,http://www.torntales.com,,support@chilledmouse.com
